Local-core-OPTIV,bin_5,0.181933,0.111488,1,4
Local-core-OPTIV,bin_5,0.181850,0.111794,1,4
Local-core-OPTI,contact,0.136399,0.056597,1,7
Local-core-OPTI,contact,0.136050,0.053815,1,7
Local-core-OPTI,contact,0.136238,0.053794,1,7
Local-core-OPTI,contact,0.136079,0.053977,1,7
Local-core-OPTI,contact,0.135977,0.053759,1,7
Local-core-OPTII,contact,0.082862,0.054339,1,5
Local-core-OPTII,contact,0.082782,0.053180,1,5
Local-core-OPTII,contact,0.082788,0.052987,1,5
Local-core-OPTII,contact,0.082875,0.053179,1,5
Local-core-OPTII,contact,0.082964,0.053060,1,5
Local-core-OPTIII,contact,0.085360,0.056634,1,5
Local-core-OPTIII,contact,0.084852,0.054294,1,5
Local-core-OPTIII,contact,0.084857,0.054074,1,5
Local-core-OPTIII,contact,0.084702,0.054279,1,5
Local-core-OPTIII,contact,0.085023,0.054091,1,5
Local-core-OPTIV,contact,0.059877,0.056106,1,5
Local-core-OPTIV,contact,0.059692,0.054954,1,5
Local-core-OPTIV,contact,0.059853,0.055026,1,5
Local-core-OPTIV,contact,0.059572,0.055019,1,5
Local-core-OPTIV,contact,0.059632,0.054993,1,5
Local-core-OPTI,congress,90.692465,4.677331,1,57
Local-core,bin_2,0.805738,0.135929,1,8
Local-core,bin_2,0.808971,0.132348,1,8
Local-core,bin_2,0.808320,0.132091,1,8
Local-core,bin_2,0.808570,0.132557,1,8
Local-core,bin_2,0.809076,0.132558,1,8
Local-core,bin_5,0.468614,0.113354,1,7
Local-core,bin_5,0.468712,0.109437,1,7
Local-core,bin_5,0.467978,0.109766,1,7
Local-core,bin_5,0.467462,0.109844,1,7
Local-core,bin_5,0.468869,0.109674,1,7
Local-core,contact,0.145307,0.054403,1,7
Local-core,contact,0.145200,0.053142,1,7
Local-core,contact,0.145213,0.053092,1,7
Local-core,contact,0.145259,0.053238,1,7
Local-core,contact,0.144968,0.052998,1,7
Local-core-OPTI,congress,90.682678,4.466065,1,57
Local-core,congress,93.352877,4.468214,1,57
Local-core-OPTI,congress,90.640350,4.560181,1,57
Local-core,congress,93.166540,4.423110,1,57
Local-core-OPTI,congress,90.578466,4.490274,1,57
Local-core,congress,93.243959,4.418085,1,57
Local-core-OPTI,congress,90.587735,4.405275,1,57
Local-core,congress,93.275793,4.425538,1,57
Local-core-OPTII,congress,48.226356,4.653023,1,34
Local-core-OPTII,congress,48.221283,4.430086,1,34
Local-core,congress,93.298535,4.423879,1,57
Local-core,enron,0.463156,0.144043,1,9
Local-core,enron,0.461816,0.138599,1,9
Local-core,enron,0.462412,0.138511,1,9
Local-core,enron,0.461776,0.138785,1,9
Local-core,enron,0.462179,0.138486,1,9
Local-core-OPTII,congress,48.247865,4.564271,1,34
Local-core-OPTII,congress,48.235239,4.501455,1,34
Local-core-OPTII,congress,48.236394,4.487924,1,34
Local-core-OPTIII,congress,48.896114,4.672101,1,34
Local-core-OPTIII,congress,49.160652,4.431509,1,34
Local-core-OPTIII,congress,48.955433,4.514247,1,34
Local-core-OPTIII,congress,48.909970,4.496864,1,34
Local-core-OPTIII,congress,48.954672,4.475350,1,34
Local-core-OPTIV,congress,14.895020,4.652094,1,34
Local-core-OPTIV,congress,14.883829,4.460634,1,34
Local-core-OPTIV,congress,14.870075,4.470052,1,34
Local-core-OPTIV,congress,14.888923,4.503091,1,34
Local-core,dblp,429.593287,37.911276,1,51
Local-core-OPTIV,congress,14.906747,4.478775,1,34
Local-core-OPTI,enron,0.430589,0.139811,1,9
Local-core-OPTI,enron,0.430279,0.134739,1,9
Local-core-OPTI,enron,0.430337,0.134274,1,9
Local-core-OPTI,enron,0.430980,0.134462,1,9
Local-core-OPTI,enron,0.430278,0.134396,1,9
Local-core-OPTII,enron,0.226525,0.139273,1,5
Local-core-OPTII,enron,0.225896,0.135979,1,5
Local-core-OPTII,enron,0.226114,0.134244,1,5
Local-core-OPTII,enron,0.226354,0.134261,1,5
Local-core-OPTII,enron,0.226737,0.134324,1,5
Local-core-OPTIII,enron,0.141576,0.139240,1,5
Local-core-OPTIII,enron,0.141763,0.135704,1,5
Local-core-OPTIII,enron,0.141351,0.135725,1,5
Local-core-OPTIII,enron,0.141232,0.135714,1,5
Local-core-OPTIII,enron,0.141644,0.135837,1,5
Local-core-OPTIV,enron,0.082195,0.140185,1,5
Local-core-OPTIV,enron,0.081947,0.136268,1,5
Local-core-OPTIV,enron,0.081904,0.136198,1,5
Local-core-OPTIV,enron,0.081786,0.136076,1,5
Local-core-OPTIV,enron,0.081927,0.136000,1,5
Local-core,dblp,425.419861,36.521897,1,51
Local-core-OPTI,dblp,495.750690,63.123020,1,51
Local-core,dblp,429.867060,36.574507,1,51
Local-core-OPTI,dblp,381.729867,37.541313,1,51
Local-core,dblp,429.748514,37.269287,1,51
Local-core-OPTI,dblp,381.822772,37.290125,1,51
Local-core,dblp,424.368955,42.191991,1,51
Local-core-OPTI,dblp,389.772873,37.456019,1,51
Local-core,pref,5.215910,1.866103,1,6
Local-core,pref,5.197196,1.845135,1,6
Local-core,pref,5.204739,1.842551,1,6
Local-core,pref,5.195918,1.845363,1,6
Local-core,pref,5.202676,1.843219,1,6
Local-core-OPTI,dblp,374.657102,36.457088,1,51
Local-core-OPTII,dblp,228.299560,63.626781,1,25
Local-core-OPTII,dblp,186.365383,36.970876,1,25
Local-core-OPTII,dblp,184.163811,36.493228,1,25
Local-core-OPTII,dblp,183.896469,36.289946,1,25
Local-core-OPTII,dblp,186.042110,35.174980,1,25
Local-core-OPTIII,dblp,110.386634,37.898817,1,25
Local-core-OPTIII,dblp,114.342691,49.623729,1,25
Local-core-OPTIII,dblp,127.278874,51.178592,1,25
Local-core-OPTIII,dblp,127.147869,48.504644,1,25
Local-core-OPTIII,dblp,120.138889,39.876192,1,25
Local-core-OPTIV,dblp,95.112570,38.208504,1,25
Local-core-OPTIV,dblp,93.298468,37.155510,1,25
Local-core-OPTIV,dblp,93.301568,37.276535,1,25
Local-core-OPTIV,dblp,93.443783,37.122623,1,25
Local-core-OPTIV,dblp,93.059867,37.185443,1,25
Local-core-OPTI,pref,4.690150,1.959566,1,6
Local-core-OPTI,pref,4.674272,1.826348,1,6
Local-core-OPTI,pref,4.651550,1.837514,1,6
Local-core-OPTI,pref,4.652701,1.816267,1,6
Local-core-OPTI,pref,4.655412,1.815254,1,6
Local-core-OPTII,pref,2.955392,1.860356,1,5
Local-core-OPTII,pref,2.937228,1.830409,1,5
Local-core-OPTII,pref,2.931652,1.859044,1,5
Local-core-OPTII,pref,2.930230,1.817507,1,5
Local-core-OPTII,pref,2.934119,1.812882,1,5
Local-core-OPTIII,pref,2.579662,1.870720,1,5
Local-core-OPTIII,pref,2.575017,1.848480,1,5
Local-core-OPTIII,pref,2.562518,1.833504,1,5
Local-core-OPTIII,pref,2.567618,1.855241,1,5
Local-core-OPTIII,pref,2.644761,1.853821,1,5
Local-core-OPTIV,pref,1.189530,1.990607,1,5
Local-core-OPTIV,pref,1.152468,1.860410,1,5
Local-core-OPTIV,pref,1.154900,1.821101,1,5
Local-core-OPTIV,pref,1.161148,1.836357,1,5
Local-core-OPTIV,pref,1.155388,1.824679,1,5
Peel,bin_2,7.079746,0.108958,1,0
Peel,bin_2,7.021479,0.103061,1,0
Peel,bin_2,7.011677,0.103075,1,0
Peel,bin_2,7.007775,0.103804,1,0
Peel,bin_2,6.999701,0.103224,1,0
Peel,bin_5,4.982508,0.086585,1,0
Peel,bin_5,4.986198,0.082406,1,0
Peel,bin_5,4.979573,0.082825,1,0
Peel,bin_5,4.984382,0.082251,1,0
Peel,bin_5,4.983654,0.082575,1,0
Peel,contact,1.354591,0.040647,1,0
Peel,contact,1.355321,0.039884,1,0
Peel,contact,1.354179,0.039821,1,0
Peel,contact,1.356780,0.039830,1,0
Peel,contact,1.355886,0.039879,1,0
Local-core-OPTI,aminer,3292.685177,1407.054502,1,20
Peel,congress,677.740396,4.296006,1,0
Peel,congress,677.006730,4.257168,1,0
Peel,congress,681.109559,4.259592,1,0
Peel,congress,681.892312,4.273296,1,0
Peel,congress,681.872829,4.272574,1,0
Peel,enron,7.399767,0.122132,1,0
Peel,enron,7.402313,0.119353,1,0
Peel,enron,7.406317,0.119247,1,0
Peel,enron,7.400288,0.119347,1,0
Peel,enron,7.403673,0.119942,1,0
Local-core-OPTI,aminer,2305.106657,547.536407,1,20
Peel,dblp,506.127580,30.400749,1,0
Peel,dblp,507.185935,30.787806,1,0
Peel,dblp,504.785067,30.471281,1,0
Peel,dblp,508.160383,30.337513,1,0
Peel,dblp,503.392778,30.524071,1,0
Local-core-OPTI,aminer,2302.910918,534.395279,1,20
Local-core-OPTI,aminer,2289.839543,531.858125,1,20
Local-core-OPTI,aminer,2287.026493,527.003918,1,20
Local-core-OPTII,aminer,1490.057753,510.286505,1,13
Local-core-OPTII,aminer,1484.186913,516.999328,1,13
Local-core-OPTII,aminer,1491.684163,507.344123,1,13
Local-core-OPTII,aminer,1482.170037,510.923349,1,13
Local-core-OPTII,aminer,1485.351113,513.301383,1,13
Local-core-OPTIII,aminer,649.465335,508.917838,1,13
Local-core-OPTIII,aminer,646.319097,502.714322,1,13
Local-core-OPTIII,aminer,644.424649,501.704889,1,13
Local-core-OPTIII,aminer,640.310986,500.627574,1,13
Local-core-OPTIII,aminer,644.466536,501.883085,1,13
Local-core-OPTIV,aminer,669.383235,511.394637,1,13
Local-core-OPTIV,aminer,665.595704,509.955769,1,13
Local-core-OPTIV,aminer,663.071826,509.245556,1,13
Local-core-OPTIV,aminer,659.259915,509.328217,1,13
Local-core-OPTIV,aminer,662.373924,511.076859,1,13
Local-core,aminer,2473.560224,494.185227,1,20
Local-core,aminer,2512.198873,496.511452,1,20
Local-core,aminer,2513.744523,498.621318,1,20
Local-core,aminer,2509.682144,494.177072,1,20
Local-core,aminer,2511.641466,496.367734,1,20
E-Peel,bin_2,6.353910,0.122610,1,0
E-Peel,bin_2,6.361882,0.119567,1,0
E-Peel,bin_2,6.358284,0.119438,1,0
E-Peel,bin_2,6.366051,0.119750,1,0
E-Peel,bin_2,6.364174,0.120071,1,0
E-Peel,bin_5,5.113547,0.102104,1,0
E-Peel,bin_5,5.118113,0.098358,1,0
E-Peel,bin_5,5.112067,0.098219,1,0
E-Peel,bin_5,5.114133,0.099314,1,0
E-Peel,bin_5,5.118362,0.098368,1,0
E-Peel,contact,1.403990,0.050816,1,0
E-Peel,contact,1.405750,0.049897,1,0
E-Peel,contact,1.405285,0.049934,1,0
E-Peel,contact,1.406922,0.049982,1,0
E-Peel,contact,1.405370,0.049977,1,0
E-Peel,congress,681.734986,4.562318,1,0
E-Peel,congress,679.622812,4.541238,1,0
E-Peel,aminer,662.060465,590.920418,1,0
E-Peel,congress,679.738305,4.556920,1,0
E-Peel,congress,680.692091,4.543213,1,0
E-Peel,aminer,668.033990,586.936983,1,0
E-Peel,congress,679.807159,4.546050,1,0
E-Peel,enron,0.406965,0.141653,1,0
E-Peel,enron,0.406950,0.137534,1,0
E-Peel,enron,0.406990,0.137287,1,0
E-Peel,enron,0.407335,0.137410,1,0
E-Peel,enron,0.407531,0.137360,1,0
E-Peel,dblp,90.710801,42.961039,1,0
E-Peel,dblp,90.902161,42.332099,1,0
E-Peel,dblp,91.344805,42.596230,1,0
E-Peel,dblp,91.055371,42.290885,1,0
E-Peel,dblp,92.723050,42.603895,1,0
E-Peel,aminer,667.201113,587.494576,1,0
E-Peel,aminer,666.745610,584.823499,1,0
E-Peel,aminer,673.680159,587.498237,1,0
Peel,pref,93699.253226,1.736598,1,0
E-Peel,pref,77327.945318,2.370071,1,0
Peel,aminer,3819.391193,418.617973,1,0
Peel,aminer,3827.254146,404.063842,1,0
Peel,aminer,3840.801273,406.025672,1,0
Peel,aminer,3802.003659,405.223808,1,0
Peel,aminer,3810.583597,399.618591,1,0
Peel,pref,95070.468845,1.726396,1,0
E-Peel,pref,78321.862392,2.322270,1,0
Peel,pref,94934.592407,1.721108,1,0
E-Peel,pref,77948.648879,2.321945,1,0
E-Peel,pref,78306.045475,2.332822,1,0
Peel,pref,95348.357197,1.721932,1,0
E-Peel,pref,78771.921241,2.329565,1,0
Peel,pref,94737.930337,1.715022,1,0
Peel,aminer,4176.854087,412.022763,1,0
Peel,aminer,4072.173062,474.109929,1,0
Peel,aminer,4175.421060,460.464255,1,0
Peel,aminer,4107.673006,477.553847,1,0
Peel,aminer,4176.841165,465.089943,1,0
E-Peel,bin_2,6.298516,0.122565,1,0
E-Peel,bin_2,6.297175,0.119619,1,0
E-Peel,bin_2,6.293825,0.119668,1,0
E-Peel,bin_2,6.300806,0.119554,1,0
E-Peel,bin_2,6.300117,0.119404,1,0
E-Peel,bin_5,5.097531,0.100905,1,0
E-Peel,bin_5,5.097819,0.098412,1,0
E-Peel,bin_5,5.098975,0.098354,1,0
E-Peel,bin_5,5.098312,0.098243,1,0
E-Peel,bin_5,5.098314,0.098477,1,0
E-Peel,contact,1.404578,0.050263,1,0
E-Peel,contact,1.407846,0.049516,1,0
E-Peel,contact,1.407459,0.049487,1,0
E-Peel,contact,1.407657,0.049546,1,0
E-Peel,contact,1.406187,0.049341,1,0
E-Peel,congress,676.751097,4.562880,1,0
E-Peel,congress,676.921309,4.534839,1,0
E-Peel,congress,682.666485,4.536171,1,0
E-Peel,congress,682.668031,4.547363,1,0
E-Peel,congress,682.973009,4.558537,1,0
E-Peel,enron,0.404769,0.141998,1,0
E-Peel,enron,0.404712,0.137313,1,0
E-Peel,enron,0.404532,0.137191,1,0
E-Peel,enron,0.404997,0.137329,1,0
E-Peel,enron,0.405990,0.137432,1,0
E-Peel,dblp,91.064588,42.983710,1,0
E-Peel,dblp,90.929874,42.071654,1,0
E-Peel,dblp,91.571908,42.476408,1,0
E-Peel,dblp,91.220990,42.190306,1,0
E-Peel,dblp,91.547309,42.151609,1,0
E-Peel,pref,77176.155956,2.347026,1,0
