Local-core-OPTI,bin_2,0.765188,0.142929,1,8
Local-core-OPTI,bin_2,0.766694,0.132506,1,8
Local-core-OPTI,bin_2,0.764153,0.146598,1,8
Local-core-OPTI,bin_2,0.766353,0.131998,1,8
Local-core-OPTI,bin_2,0.765817,0.131847,1,8
Local-core-OPTII,bin_2,0.372315,0.139932,1,5
Local-core-OPTII,bin_2,0.373630,0.131403,1,5
Local-core-OPTII,bin_2,0.373092,0.131096,1,5
Local-core-OPTII,bin_2,0.377175,0.131645,1,5
Local-core-OPTII,bin_2,0.373265,0.131282,1,5
Local-core-OPTIII,bin_2,0.270922,0.141255,1,5
Local-core-OPTIII,bin_2,0.271079,0.133046,1,5
Local-core-OPTIII,bin_2,0.273341,0.132865,1,5
Local-core-OPTIII,bin_2,0.271105,0.133502,1,5
Local-core-OPTIII,bin_2,0.274415,0.132742,1,5
Local-core-OPTIV,bin_2,0.172739,0.144477,1,5
Local-core-OPTIV,bin_2,0.173000,0.133720,1,5
Local-core-OPTIV,bin_2,0.173003,0.133539,1,5
Local-core-OPTIV,bin_2,0.172864,0.133319,1,5
Local-core-OPTIV,bin_2,0.172905,0.133535,1,5
Local-core-OPTI,bin_5,0.440610,0.118624,1,7
Local-core-OPTI,bin_5,0.440647,0.109958,1,7
Local-core-OPTI,bin_5,0.441762,0.109843,1,7
Local-core-OPTI,bin_5,0.445250,0.109682,1,7
Local-core-OPTI,bin_5,0.442074,0.110377,1,7
Local-core-OPTII,bin_5,0.228071,0.118424,1,4
Local-core-OPTII,bin_5,0.228606,0.111081,1,4
Local-core-OPTII,bin_5,0.228838,0.110899,1,4
Local-core-OPTII,bin_5,0.228382,0.111184,1,4
Local-core-OPTII,bin_5,0.228697,0.111198,1,4
Local-core-OPTIII,bin_5,0.233669,0.119719,1,4
Local-core-OPTIII,bin_5,0.233883,0.111365,1,4
Local-core-OPTIII,bin_5,0.233702,0.111135,1,4
Local-core-OPTIII,bin_5,0.234127,0.111171,1,4
Local-core-OPTIII,bin_5,0.234500,0.111164,1,4
Local-core-OPTIV,bin_5,0.181934,0.117073,1,4
Local-core-OPTIV,bin_5,0.183015,0.111806,1,4
Local-core-OPTIV,bin_5,0.181964,0.112500,1,4
